description,id,keywords,name,slug,thumbnail_url,cook_time,prep_time,total_time,ratings_negative,ratings_positive,score,protein,fat,calories,sugar,carbohydrates,fiber,owner_id,difficulty,servings,category
"Cookies with crisp edges, soft middle, and rich, spiced flavor that stays fresh for days.",8015,,Chewy Ginger Molasses Cookies,chewy-ginger-molasses-cookies,https://img.buzzfeed.com/tasty-app-user-assets-prod-us-east-1/recipes/08117afdaa324fd996e15f6d83a7d545.jpeg,90,20,130,4,39,91,3,12,280,19,39,0,mymealuser,1,6,
"Flaky, buttery puff pastry is layered with a perfect blend of spices and rich brown sugar, then wrapped in a beautiful snowflake shape!",8022,,Pull-Apart Puff Pastry Snowflake,pull-apart-puff-pastry-snowflake,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/359253.jpg,45,10,60,1,17,95,10,48,761,18,73,2,mymealuser,2,6,
"This Christmas tree is sure to bring joy to everyone who gathers around your holiday table. Layers of chocolate-marbled meringue are stacked with pistachio and mascarpone cream. Don’t forget the trimmings! Sugared cranberries, small sprigs of rosemary, and a dusting of powdered sugar “snow” complete the festive look.",8026,,Pavlova Christmas Tree,pavlova-christmas-tree,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/359600.jpg,130,60,840,7,13,65,11,43,560,34,41,3,mymealuser,2,5,
Spice up your holiday breakfast spread with these sweet cinnamon rolls. A gingerbread-spiced filling is encased in tender dough infused with warming cinnamon and molasses. Top the rolls with fluffy swirls of cream cheese icing for a tangy finish and crushed gingersnap cookies for crunch.,8027,,Gingerbread Cinnamon Rolls,gingerbread-cinnamon-rolls,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/359610.jpg,30,300,360,2,3,60,11,11,491,43,87,3,mymealuser,3,6,
Transform store-bought cake mix into these merry and bright red velvet Christmas cookies! Decorate the cookies with white chocolate designs and sprinkles for an extra-festive touch!,8029,,Red Velvet Shortbread Cookies,red-velvet-shortbread-cookies,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/359813.jpg,20,40,90,5,41,90,1,2,115,11,21,0,mymealuser,2,3,
"Perfect for a vegetarian weeknight dinner, this easy, one-pan spanakopita will hit the spot. Contrary to popular belief, spanakopita does not traditionally use garlic in the filling. It is meant to lean more toward the sweet side and the addition of garlic would make the filling more savory.",8033,,Skillet Spanakopita,skillet-spanakopita,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/359923.jpg,53,15,83,4,17,81,13,17,338,2,32,9,mymealuser,3,4,
Hotel Transylvania: Transformania premieres January 14 only on Amazon Prime Video. Bring the South American adventures home with this recipe for delicious dulce de leche cupcakes! These adorable Blobby topped treats will be a family favorite on home movie night.,8040,,Dulce De Leche “Blobby” Cupcakes,dulce-de-leche-blobby-cupcakes,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/360148.jpg,20,25,20,5,28,85,5,26,528,59,69,0,mymealuser,1,3,
"These boba pancakes are inspired by a cafe Jasmine visited in Taiwan and taste exactly like  boba milk tea in pancake form! The pancakes are fluffy, the boba are beautifully chewy, and the tea-infused cream is glossy and delectable. Have these for breakfast, brunch, or dessert for a delightful treat.",8041,,Boba Pancakes With Milk Tea Cream,boba-pancakes-with-milk-tea-cream,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/324087.jpg,50,20,340,5,35,88,13,49,841,44,94,2,mymealuser,2,3,
"Lumpia are a traditional Filipino snack or appetizer (or even a main course) that have different variations. This version of traditional fried lumpia, called Lumpiang Shanghai, is made with a filling of ground pork mixed with onions, carrots, and water chestnuts that is stuffed into lumpia wrappers and fried until crispy golden brown. Don’t forget your favorite sauce for dipping!",8042,,Lumpia (Lumpiang Shanghai),lumpia-lumpiang-shanghai,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/354327.jpg,30,60,90,0,7,100,2,2,37,0,0,0,mymealuser,2,5,
"Sweet and sour kumquats add a funky note to this salsa that pairs wonderfully with the quick and easy pan-seared halibut. Build into tacos, or make burrito bowls!",8051,,Fish Tacos With Kumquat Salsa,fish-tacos-with-kumquat-salsa,https://img.buzzfeed.com/tasty-app-user-assets-prod-us-east-1/recipes/6cf5d3c1fc204d129bcc8908b7dc7a1d.jpeg,10,20,30,1,8,89,41,24,786,14,105,16,mymealuser,1,3,
"Utilizing all the components of citrus–zest, flesh, and juice–this salad is sure to brighten up any table. Avocado adds a creamy counterpoint to the tangy sweetness of the citrus, while arugula adds a peppery bite. Feel free to use a range of fruit–grapefruit and all varieties of oranges work great, as do mandarins, tangerines, and Meyer lemons. The more variety, the prettier the salad will be!",8052,,Avocado Citrus Salad,avocado-citrus-salad,https://img.buzzfeed.com/tasty-app-user-assets-prod-us-east-1/recipes/4ee75c304c4c4170a5c9a07d8eecd568.jpeg,5,15,20,2,13,87,2,9,208,19,33,7,mymealuser,2,3,
"This salad will brighten up any winter day. Not only is it vibrant in color, it’s also refreshing in taste, making it the perfect sunshine on a plate.",8053,,Super Simple Citrus And Fennel Salad,super-simple-citrus-and-fennel-salad,https://img.buzzfeed.com/tasty-app-user-assets-prod-us-east-1/recipes/ef8950db515e4e8195572848390c0a88.jpeg,27,30,25,3,5,63,2,12,192,13,22,4,mymealuser,1,6,
"This gorgeous ombré citrus cake might look elaborate, but it couldn’t be easier to make. Thinly sliced winter citrus is layered in a baking dish and bathed in orange syrup, then an insanely moist, flavorful, and easy cake batter (hint: it involves instant pudding mix) is poured over top . The result is a beautiful, showstopping cake that tastes like an orange creamsicle.",8054,,Upside-Down Ombré Citrus Cake,upside-down-ombre-citrus-cake,https://img.buzzfeed.com/tasty-app-user-assets-prod-us-east-1/recipes/3d5c57ebf8f74394891ead0e01271131.jpeg,50,15,80,5,18,79,4,10,354,42,62,3,mymealuser,1,4,
"Inspired by Huckleberry Cafe in Santa Monica, CA, these tiny muffins pack a bright citrus punch and a moist crumb spotted with crunchy poppy seeds. Once baked, they’re slathered with even more citrusy goodness and topped with adorably tiny candied kumquat rings. Make the most of citrus season and experiment with different varieties–like zest from a Buddha’s Hand lemon or the juice of a ruby red grapefruit!",8056,,Citrus Poppy Muffins With Candied Kumquats,citrus-poppy-muffins-with-candied-kumquats,https://img.buzzfeed.com/tasty-app-user-assets-prod-us-east-1/recipes/38acadb152f042f99fefa8907186f2b0.jpeg,40,10,60,2,5,72,4,2,194,28,39,1,mymealuser,3,5,
"During Lunar New Year, many families consume tang yuan, or glutinous rice balls, to symbolize reunion and togetherness. They are considered a “good luck” food to bring in a peaceful and happy new year. We made a sweet version with black sesame seed and peanut fillings, but they can also be customized with your favorite fillings, such as chocolate or red bean. They are traditionally boiled, but can also be deep fried for more indulgence! Happy Lunar New Year!",8067,,Glutinous Rice Balls (Tang Yuan),glutinous-rice-balls-tang-yuan,https://img.buzzfeed.com/video-api-prod/assets/bc4b26a92cab46ca906e7e74e56d10af/GlutinousRiceBalls.jpg,20,10,105,2,5,72,1,3,82,5,11,0,mymealuser,2,4,low-carb
"Ring in the new year with this delicious Chinese rice cake in two delectable flavors. Nian gao, traditionally made during Lunar New Year, uses glutinous rice flour to create a chewy texture. Keep it classic with original palm sugar-sweetened nian gao, or mix it up with the matcha flavor. Chill any leftover nian gao, then slice and pan-fry for a crispy, chewy treat.",8072,,Nian Gao As Made By Zhe,nian-gao-as-made-by-zhe,https://img.buzzfeed.com/tasty-app-user-assets-prod-us-east-1/recipes/01f3311129d04ac392337c1b7496e634.jpeg,55,5,70,1,2,67,3,6,240,12,41,0,mymealuser,1,3,
"This Churro Eton Mess is one heck of an international collaboration! 🇬🇧 + 🇲🇽 Don’t miss Sam Claflin & Verónica Echegui in Book of Love, coming to Amazon Prime Video February 4th! Tuning in from the UK? You can watch Book of Love on Sky Cinema starting February 12th – just in time for Valentine’s Day! ",8082,"british, churros, eaton mess, flavours, mexican, pineapples, recipe, recipes, sweet recipes",Churro And Pineapple “Eton Mess”,churro-and-pineapple-eton-mess,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/363964.jpg,46,49,19,0,12,100,7,34,579,44,67,2,mymealuser,2,2,
Single on Valentine’s Day? Treat yourself to this irresistible pair of chocolatey confections.,8083,,Death By Chocolate Brownie Skillet,death-by-chocolate-brownie-skillet,https://img.buzzfeed.com/video-api-prod/assets/45bd35459ac444cab6e53b08af15dc8c/Skilletcookie.jpg,25,5,35,5,26,84,11,56,964,85,108,4,mymealuser,2,2,
This content is intended solely for users of legal drinking age. Drink responsibly.,8084,,Mezcal Hot Chocolate,mezcal-hot-chocolate,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/f188dfac10a243e59adc1423efe85764/BFV88208_DeathbyChocolate_SO_012822_1x1_OO_V7.jpg,15,5,25,2,18,90,11,56,964,85,108,4,mymealuser,1,5,
"Upgrade your dessert game with this cute and functional chocolate mug! It’s the perfect vessel for chocolate mousse, ice cream, parfaits, and more.",8086,,Chocolate Mugs,chocolate-mugs,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/f903df4f41b5473d87b100f50508f830/BFV88179_ChocolateHacks_LC_020222_OO_1.jpg,35,5,115,2,19,91,5,33,710,33,84,5,mymealuser,1,3,
"Amp up your chocolate game with this impressive but easy ice tray hack! Sweet and creamy orange cream cheese filling is paired with a decadent whiskey-soaked cherry center, making this the perfect gift for any occasion. This content is intended solely for users of legal drinking age. Drink responsibly.",8087,,Old-Fashioned Ice Tray Chocolates,old-fashioned-ice-tray-chocolates,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/8614da9b334e4176ab410aa6f6a2da02/BFV88179_ChocolateHacks_LC_020222_OO_1.jpg,95,10,240,1,9,90,1,9,309,52,58,4,mymealuser,1,5,
"Take your dessert decoration game to the next level with these beautiful chocolate flowers. They’re perfect for topping cupcakes, cookies, or pies!",8088,,Chocolate Flowers,chocolate-flowers,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/16e41f47ac7f44d79332fa0b522794f8/BFV88179_ChocolateHacks_LC_020222_OO_1.jpg,75,5,60,0,2,100,11,56,964,85,108,4,mymealuser,1,6,
"Words cannot espresso how much you’ll fall head over heels for these cheesecakes. Enjoy them with your valentine, galentine, or treat yourself to both because #selflove. If you’re feeling fancy, we recommend topping your cheesecakes with fresh berries and chocolate-covered espresso beans.",8089,,Espresso Martini Cheesecake For 2,espresso-martini-cheesecake-for-2,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/364377.jpg,60,10,130,2,13,87,14,83,1016,42,57,5,mymealuser,2,6,
"Feel the love in these Mexican-Inspired Chocolate Cupcakes ❤️  Don’t miss Sam Claflin in Book of Love, available now on Amazon Prime Video. https://amzn.to/3GXQYwF",8090,"amazon prime video, book of love, buzzfeed studios, chocolate, cupcakes, sweets, tamarind",Mexican-Inspired Chocolate Cupcakes,mexican-inspired-chocolate-cupcakes,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/364513.jpg,32,32,18,3,15,84,6,14,285,23,34,1,mymealuser,3,4,
"These cheesy, beefy, sweet, and savory corn dogs probably have you drooling already.  Beef hot dogs and mozzarella sticks are dredged in a slightly sweet batter, coated in crunchy toppings, deep-fried to perfection, then drizzled with ketchup and mustard.",8092,,Korean Corn Dogs,korean-corn-dogs,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/364671.jpg,15,5,30,9,56,87,29,28,637,11,66,1,mymealuser,2,6,
"Simplicity doesn’t always mean perfection, but it does in the case of this olive oil cake! Notes of sweet vanilla and bright orange combine to perfume this moist, golden cake with citrusy flavor.",8096,,Olive Oil Orange Cake,olive-oil-orange-cake,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/364895.jpg,60,15,125,5,41,90,7,32,491,26,44,3,mymealuser,2,3,
"Upgrade your breakfast with these crispy, colorful fried eggs. Crunchy chili oil infused with fragrant Sichuan peppercorns and Chinese five-spice gives a slight kick to perfectly fried eggs for the best breakfast combo ever!",8097,,Crispy Chili Oil-Fried Eggs,crispy-chili-oil-fried-eggs,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/364904.jpg,35,15,80,1,19,95,11,56,964,85,108,4,mymealuser,2,4,
"This Southern-style dessert features large chunks of pecans and a cinnamon sugar swirl between layers of rich and buttery homemade pound cake. Enjoy it for breakfast with a cup of coffee, or for dessert with a tall glass of cold milk or a scoop of ice cream!",8102,,Sock-It-To-Me Cake,sock-it-to-me-cake,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/365300.jpg,60,20,200,2,38,95,7,6,406,52,79,2,mymealuser,2,3,
"This lazy lunch packs an absolute punch, uses up cupboard staples, and is pure delicious instant gratification.",8104,"bowl, butter, chilli, delicious, dinner, eat, fast, fennel, food, ginger, hack, instant, lunch, noodle, noodles, parsley, peanut, pot, quick, recipe, spicy, tasty, vegan, veggie",Lazy Girl 5 Minute Noodles,lazy-girl-5-minute-noodles,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/64995a7b6143483da4f66ece85f548ab/PBNOODS_FB.jpg,33,60,34,17,59,78,24,81,1163,4,87,6,mymealuser,1,5,
"This iconic dish is all about the details. While french toast might seem simple, looks can be deceiving. To get that perfectly crispy exterior and creamy, silky custard on the inside we spent weeks eating tons of butter, bread, and syrup to discover the best classic french toast recipe. The end result is indulgent, delicious, and most importantly, easy to make. What’s not to love?",8110,,How To Make Classic French Toast,how-to-make-classic-french-toast,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/341495.jpg,10,5,20,6,153,97,17,31,426,11,25,0,mymealuser,3,4,
"Shop <a href=""https://shop.mikmak.com/link/16469325803634ffabe11/539c1a1f-16ec-f0c6-a0fb-d60f5552c950?"">Campbell's® Soup</a> to try this recipe for yourself!",8114,,Mushrooms And Greens Stuffed Shells,mushrooms-and-greens-stuffed-shells,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/366020.jpg,41,45,35,3,20,87,31,36,850,10,101,8,mymealuser,1,5,
"Shop <a href=""https://shop.mikmak.com/link/1646932665804f46c5107/bcc41101-776f-610e-ef57-cfe3c0489a34?"">Campbell's® Soup</a> to try this recipe for yourself!",8115,,Tomato And Ginger Pressure Cooker Short Ribs,tomato-and-ginger-pressure-cooker-short-ribs,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/366009.jpg,34,21,40,0,4,100,68,47,885,20,40,2,mymealuser,2,4,
"Shop <a href=""https://shop.mikmak.com/link/16469324713800116ce86/10ca3f74-ec19-627b-673d-51f82a7acbe3?"">Campbell's® Soup</a> to try this recipe for yourself!",8116,,Creamy Chicken Instant Ramen,creamy-chicken-instant-ramen,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/366047.jpg,27,25,25,2,21,92,11,56,964,85,108,4,mymealuser,3,5,
"Tasty Creator Alexis deBoschnek shares her recipe for one-bowl fudgy brownies from her new cookbook To The Last Bite. They’re everything you want in a brownie: ooey, gooey, salty, and sweet. Chocolate lovers, prepare for melt-in-your-mouth magic!",8118,,One-Bowl Fudgy Brownies As Made By Alexis Deboschnek,one-bowl-fudgy-brownies-as-made-by-alexis-deboschnek,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/366130.jpg,35,5,75,5,33,87,5,20,309,17,29,1,mymealuser,1,4,
The crispy potato chips puff up as they fry so that they are hollow in the middle. They are crazy fun to make and eat and pair well with your favorite dip–we like this zesty bacon-packed crème fraîche!,8120,,Bubble Potato Chips,bubble-potato-chips,https://img.buzzfeed.com/tasty-app-user-assets-prod-us-east-1/recipes/8e00b770f3c143cca849ff96a8ed0196.jpeg,20,20,45,3,34,92,11,56,964,85,108,4,mymealuser,1,6,
"If you’re looking for an authentic Creole-Cajun meal, a warm bowl of gumbo is the perfect way to taste what the cuisine has to offer. This seafood filé gumbo recipe will be in your family for generations to come. Use the scraps from chopping the onion, bell pepper, okra, and celery for the gumbo to make the seafood stock.",8129,,New Orleans Seafood Filé Gumbo,new-orleans-seafood-file-gumbo,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/366796.jpg,120,30,170,1,28,97,11,56,964,85,108,4,mymealuser,2,2,
"Enjoy whipped ricotta toast all year around, simply by switching up the seasonal toppings–from winter citrus and spring greens to summer berry and fall pear. The Tasty team has these ricotta toast recipes on repeat and we think you will, too. Perfect for an easy breakfast or snack!",8130,,Ricotta Toast For Every Season,ricotta-toast-for-every-season,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/367129.jpg,46,47,48,0,3,100,25,80,1046,28,62,8,mymealuser,2,4,
"King cake is typically enjoyed during Carnival, beginning with the Epiphany on January 6th and continuing until Fat Tuesday. A small plastic baby is often hidden inside the cake, and the person who receives the slice with the baby is responsible for bringing next year’s cake. Once you serve it, make sure to alert your guests to the choking hazard!",8136,,King Cake,king-cake,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/367792.jpg,30,45,220,7,25,79,13,2,410,36,83,6,mymealuser,3,3,
"Shop <a href=""https://shop.mikmak.com/link/16469325803693ca1af5e/539c1a1f-16ec-f0c6-a0fb-d60f5552c950?"">Campbell's® Soup</a> to try this recipe for yourself!",8137,,White Lasagna Soup,white-lasagna-soup,https://img.buzzfeed.com/tasty-app-user-assets-prod-us-east-1/recipes/07a0086664de494eaf6b8232429efabe.jpeg,45,34,58,4,27,88,26,100,1438,15,99,3,mymealuser,2,3,
"Shop <a href=""https://shop.mikmak.com/link/16469324713846767b648/10ca3f74-ec19-627b-673d-51f82a7acbe3?"">Campbell's® Soup</a> to try this recipe for yourself!",8138,,Curried Potato Leek Soup,curried-potato-leek-soup,https://img.buzzfeed.com/tasty-app-user-assets-prod-us-east-1/recipes/1308cc4ac878420da65b1423001a9dbd.jpeg,33,44,55,0,4,100,20,72,1157,15,104,5,mymealuser,1,4,
"You can never go wrong with a classic! With two perfectly spongy cake layers filled with cinnamon sugar and crowned with a delicious browned butter streusel topping, this coffee cake is the most delicious way to start your day.",8143,,Classic Coffee Cake,classic-coffee-cake,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/368662.jpg,60,15,90,6,74,93,11,56,964,85,108,4,mymealuser,2,2,
"This bright and fruity dessert is made with coconut milk, matcha powder, and sweet rice flour, which gives the cake its deliciously chewy texture!  It’s topped with a 3-ingredient strawberry glaze for a tart and glossy finish.",8144,,Strawberry Matcha Mochi Butter Cake,strawberry-matcha-mochi-butter-cake,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/368669.jpg,50,5,130,13,15,54,13,18,746,77,136,2,mymealuser,2,5,
"We spent many weeks in the Tasty kitchen perfecting this birthday cake recipe. We tested every hack, every possible preparation method, and left no cake layer unfrosted. The result was a tender, moist, and vanilla-forward cake packed with unlimited sprinkles and a light and creamy buttercream.",8146,,The Best Birthday Cake,the-best-birthday-cake,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/369030.jpg,30,50,240,12,86,88,11,56,964,85,108,4,mymealuser,2,6,
"What’s more comforting than a bowl of noodles with spicy and savory ground pork? With fragrant, flavorful sesame oil, scallions, and chile-garlic paste, this dish is a treat for all of the senses.",8147,,Spicy Rice Noodles With Ground Pork And Scallions,spicy-rice-noodles-with-ground-pork-and-scallions,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/369405.jpg,10,15,30,13,68,84,35,33,786,0,80,2,mymealuser,1,4,
Citrus and coffee are shockingly a match made in heaven. Try this fun twist on the viral custard toast trend featuring a buttery croissant filled with espresso-flavored custard and topped with juicy caramelized grapefruit!,8156,,Citrus Espresso Custard Toast,citrus-espresso-custard-toast,https://img.buzzfeed.com/tasty-app-user-assets-prod-us-east-1/recipes/08071e969c7a4d308de714cd9b4e1a8d.jpeg,5,10,10,12,6,34,7,8,322,45,56,1,mymealuser,2,4,
"We made the popular arepas con queso from Disney’s Encanto. One bite and we felt like we were transported to the magical home of Maribel. Make sure to use pre-cooked cornmeal, as regular cornmeal will not work in this recipe.",8160,,Encanto-Inspired Arepas Con Queso With Avocado Mash,encanto-inspired-arepas-con-queso-with-avocado-mash,https://img.buzzfeed.com/tasty-app-user-assets-prod-us-east-1/recipes/7fec3061736045b79732e9dadd799fb9.jpeg,10,10,30,18,74,81,11,56,964,85,108,4,mymealuser,2,6,
We made the popular pesto pasta from Pixar’s Luca and it was an instant hit! This dish comes together super quickly and is a great meal to add to your weeknight rotation!,8161,,Luca-Inspired Trenette Al Pesto,luca-inspired-trenette-al-pesto,https://img.buzzfeed.com/tasty-app-user-assets-prod-us-east-1/recipes/52d267eef82e4054b68d0f8ec37e435f.jpeg,30,20,50,2,35,95,11,56,964,85,108,4,mymealuser,3,4,
"This recipe is a perfect Mediterranean appetizer, vegetarian snack or savory breakfast! Fill your Falafel Waffle with your favorite toppings like hummus, tahini, feta, vegetables or meat. Try making your own Falafel Waffle Sandwich for breakfast, lunch or dinner. This easy snack is definitely a must try.",8162,"mediterranean, snack, vegetarian",Falafel Waffle,falafel-waffle,https://img.buzzfeed.com/tasty-app-user-assets-prod-us-east-1/recipes/21ac90abf91741ebbc97d5f7e64753eb.png,10,20,30,9,23,72,20,11,491,11,76,15,mymealuser,2,6,vegetarian
"Skip the trip to Costco and make these chicken bakes at home in a flash! With just a few simple ingredients, you can make this classic food court item in under an hour–no membership required.",8168,,Copycat Costco Chicken Bake,copycat-costco-chicken-bake,https://img.buzzfeed.com/tasty-app-user-assets-prod-us-east-1/recipes/7819d98d8e2d47189bd0687eb854e998.jpeg,15,15,40,2,23,92,11,56,964,85,108,4,mymealuser,2,4,
"Cinnamon Toast Crunch Baked Oats is a perfect breakfast or dessert! This recipe is filled with energy, protein and a little extra sweetness. The Crunchy Cinnamon Toast cereal top compliments the molten peanut butter center. Try this in your oven or an air fryer for convenience.",8171,"breakfast, healthy, vegetarian",Cinnamon Toast Crunch Baked Oats,cinnamon-toast-crunch-baked-oats,https://img.buzzfeed.com/tasty-app-user-assets-prod-us-east-1/recipes/6e5f5780460740be94cd2ba1b960a545.jpeg,15,5,20,6,14,70,11,56,964,85,108,4,mymealuser,1,3,vegetarian
"Blend all of the flavors of hummus into this creamy soup! Don't forget the toppings--we like tangy feta, fresh parsley, and crispy pita croutons.",8173,,Hummus Soup,hummus-soup,https://img.buzzfeed.com/tasty-app-user-assets-prod-us-east-1/recipes/73226b27a96745f488d2bbfabe1e4d5c.png,30,5,35,3,0,0,4,30,322,6,29,2,mymealuser,1,6,
"Vegan caesar has never been easier thanks to this time saving hack! Using hummus as the base of the dressing gives you richness while being both nut and dairy free. Adjust the consistency to your liking by adding more hummus for a thicker dressing or more water for thinner. This dressing is packed with flavor thanks to brininess from the capers, cheesiness from the nutritional yeast, and umami from the miso. ",8174,"caesar, caesar dressing, easy salad, hummus, salad, vegan, vegan dressing",Hummus Caesar Salad,hummus-caesar-salad,https://img.buzzfeed.com/tasty-app-user-assets-prod-us-east-1/recipes/31c7c2021bee4fc4b108aee4b65f7281.jpeg,5,5,10,0,10,100,5,18,228,2,11,4,mymealuser,2,6,low-carb
"Bone Broth Ramen is the perfect lazy meal for one! Curl up on the couch with a warm bowl of this protein packed recipe. Add leftover or frozen veggies to your pan to mix it up. Make sure to throw in any leftover protein you have in the fridge like chicken, tofu or bacon!",8175,"healthy, lunch, protein packed",Bone Broth Ramen,bone-broth-ramen,https://img.buzzfeed.com/tasty-app-user-assets-prod-us-east-1/recipes/27e868e06ffb49aeb558572a9187f56b.png,15,5,20,6,59,91,11,15,475,6,70,7,mymealuser,3,4,
"The secret to getting the most ooey, gooey marshmallows for your s’mores? An air fryer, of course!",8179,,Air Fryer S’mores,air-fryer-smores,https://img.buzzfeed.com/tasty-app-user-assets-prod-us-east-1/recipes/2c06f250cdd14aff9e6d19d1cc1a7a84.jpeg,3,2,5,2,59,97,4,17,349,33,42,2,mymealuser,1,6,
"Here’s an upgraded version of the classic dump-it cake, which is typically made with canned pie filling, a box of cake mix, and melted butter. The fruit filling bubbles at the bottom of the pan while the melted butter mixes with the dry ingredients on top to create a fluffy cake-like layer. This cake is made from scratch, but is still as easy as dumping in all of the ingredients in layers and baking to perfection.",8180,,Dump-It Cake,dump-it-cake,https://img.buzzfeed.com/tasty-app-user-assets-prod-us-east-1/recipes/eb385f8285ec4fd8ae502eb8733901f1.jpeg,35,15,50,3,7,70,4,1,324,51,79,12,mymealuser,2,4,
"Tasty’s ultimate lasagna is cheesy, comforting and indulgent. We spent hours upon hours perfecting this recipe to test different techniques, methods, and ingredients and ended up with a dish that has layers of creamy béchamel, rich tomato sauce, and mounds of mozzarella and fontina cheeses. We truly think it’s the best! ",8181,,The Best Lasagna,the-best-lasagna,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/372643.jpg,1270,30,1330,2,32,95,11,56,964,85,108,4,mymealuser,2,3,
"Not sure what to do with all that leftover Easter ham? Make savory breakfast rolls–think cinnamon rolls, full of meat and melty cheese instead of the sweet filling–for the next morning! We use fresh pizza dough to keep this recipe super simple and easy, but canned crescent roll dough works great too.",8182,,Savory Ham And Cheese Breakfast Rolls,savory-ham-and-cheese-breakfast-rolls,https://img.buzzfeed.com/tasty-app-user-assets-prod-us-east-1/recipes/db5f0b3b845549ce9b161e80f12ac735.jpeg,25,10,35,3,7,70,11,56,964,85,108,4,mymealuser,3,4,
"Easter bunny balls are easier than you think! If you love cake pops, you will love these easy cake balls. Have fun and play around with pastel sprinkles! You can make Easter bunny butts or Easter eggs. Lay them on some fake green grass or dip in green sugar sprinkles. Everyone will love these at Easter brunch, especially the kids.",8184,"dessert, easter, holiday",Easter Bunny Butt Balls,easter-bunny-butt-balls,https://img.buzzfeed.com/tasty-app-user-assets-prod-us-east-1/recipes/d22c4cc92a774139acc0dc532fe4efb5.jpeg,25,30,55,9,20,69,2,14,322,38,50,0,mymealuser,3,6,dessert
"Hotteok are sweet, chewy, and crispy pancakes filled with a syrupy nut or seed mixture and are commonly served as a street food in Korea. They’re often folded in half into a paper cup for easy enjoyment while walking and eating. ",8188,,Hotteok (Korean Sweet Pancakes),hotteok-korean-sweet-pancakes,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/373736.jpg,20,20,130,2,29,94,5,9,237,5,32,10,mymealuser,3,2,
"Banh bo nuong is a traditional Vietnamese dessert, perhaps the most popular! The cake is known for its “honeycomb”  crumb, which makes it airy and light. This is not a typical cake–banh bo nuong is pleasantly chewy, with the perfect balance of coconut and pandan flavors. You can find ingredients like tapioca flour, rice flour, pandan flavoring paste, and single-acting baking powder at Asian markets or online.",8195,,Banh Bo Nuong (Vietnamese Honeycomb Cake),banh-bo-nuong-vietnamese-honeycomb-cake,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/374056.jpg,45,15,60,11,15,58,11,56,964,85,108,4,mymealuser,1,2,
Thai tea milk tea meets Taiwanese street food.,8197,,Thai Tea Boba Wheel Cakes,thai-tea-boba-wheel-cakes,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/374334.jpg,10,30,40,4,9,70,11,56,964,85,108,4,mymealuser,1,6,
"Traditional Sri Lankan coconut cake, or bibikkan, is a classic sweet typically made for New Year’s celebrations. These vegan sweet goodies are loaded with cashews, dates, and raisins and make the best addition to your next tea party.",8198,,Sri Lankan Bibikkan,sri-lankan-bibikkan,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/374344.jpg,100,38,148,2,4,67,4,19,336,24,40,8,mymealuser,3,5,
